Symbol,Sector,Industry
BMHL,Finance,Finance: Consumer Services
BMI,Industrials,Industrial Machinery/Components
BMNR,Finance,Finance: Consumer Services
BMO,Finance,Commercial Banks
BMRC,Finance,Major Banks
BMRN,Health Care,Biotechnology: Pharmaceutical Preparations
BMY,Health Care,Biotechnology: Pharmaceutical Preparations
BN,Real Estate,Building operators
BNC,Industrials,Industrial Machinery/Components
BNED,Consumer Discretionary,Other Specialty Stores
BNH,Real Estate,Building operators
BNJ,Real Estate,Building operators
BNL,Real Estate,Real Estate Investment Trusts
BNR,Health Care,Medical Specialities
BNS,Finance,Major Banks
BNT,Finance,Property-Casualty Insurers
BNTC,Health Care,Biotechnology: Pharmaceutical Preparations
BNTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BOC,Finance,Real Estate
BOH,Finance,Major Banks
BOKF,Finance,Major Banks
BOOM,Industrials,Industrial Specialties
BOOT,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BORR,Energy,Oil & Gas Production
BOTJ,Finance,Major Banks
BOW,Finance,Property-Casualty Insurers
BOX,Technology,Computer Software: Prepackaged Software
BP,Energy,Integrated oil Companies
BPOP,Finance,Major Banks
BPOPM,Finance,Major Banks
BPRN,Finance,Major Banks
BPYPM,Finance,Real Estate
BPYPN,Finance,Real Estate
BPYPO,Finance,Real Estate
BPYPP,Finance,Real Estate
BR,Real Estate,Real Estate
BRAG,Technology,Office Equipment/Supplies/Services
BRBI,Finance,Finance: Consumer Services
BRBR,Consumer Staples,Packaged Foods
BRBS,Finance,Major Banks
BRC,Consumer Discretionary,Miscellaneous manufacturing industries
BRCB,Consumer Discretionary,Restaurants
BRCC,Consumer Staples,Beverages (Production/Distribution)
BRFH,Consumer Staples,Packaged Foods
BRIA,Consumer Discretionary,Apparel
BRID,Consumer Staples,Specialty Foods
BRKR,Industrials,Biotechnology: Laboratory Analytical Instruments
BRKRP,Industrials,Biotechnology: Laboratory Analytical Instruments
BRLS,Consumer Staples,Packaged Foods
BRLT,Consumer Discretionary,Consumer Specialties
BRNS,Health Care,Biotechnology: Pharmaceutical Preparations
BRO,Finance,Specialty Insurers
BROS,Consumer Discretionary,Restaurants
BRSL,Consumer Discretionary,Services-Misc. Amusement & Recreation
BRSP,Real Estate,Real Estate Investment Trusts
BRT,Real Estate,Real Estate Investment Trusts
BRX,Real Estate,Real Estate Investment Trusts
BRY,Energy,Oil & Gas Production
BRZE,Technology,Computer Software: Prepackaged Software
BSAC,Finance,Commercial Banks
BSBK,Finance,Banks
BSBR,Finance,Commercial Banks
BSET,Consumer Discretionary,Home Furnishings
BSM,Energy,Oil & Gas Production
BSRR,Finance,Major Banks
BST,Finance,Finance Companies
BSTZ,Finance,Trusts Except Educational Religious and Charitable
BSVN,Finance,Major Banks
BSX,Health Care,Medical/Dental Instruments
BSY,Technology,Computer Software: Prepackaged Software
BTBT,Finance,Finance: Consumer Services
BTCS,Finance,Finance: Consumer Services
BTDR,Finance,Finance: Consumer Services
BTE,Energy,Oil & Gas Production
BTG,Basic Materials,Precious Metals
BTI,Health Care, Medicinal Chemicals and Botanical Products 
BTM,Finance,Finance: Consumer Services
BTMD,Health Care, Medicinal Chemicals and Botanical Products 
BTSG,Health Care,Medical/Nursing Services
BTSGU,Health Care,Medical/Nursing Services
BTU,Energy,Coal Mining
BTZ,Finance,Finance Companies
BUD,Consumer Staples,Beverages (Production/Distribution)
BULL,Finance,Investment Bankers/Brokers/Service
BULLW,Finance,Investment Bankers/Brokers/Service
BUR,Finance,Finance: Consumer Services
BURL,Consumer Discretionary,Department/Specialty Retail Stores
BUSE,Finance,Major Banks
BUSEP,Finance,Major Banks
BUUU,Consumer Discretionary,Services-Misc. Amusement & Recreation
BV,Real Estate,Real Estate
BVFL,Finance,Savings Institutions
BVN,Basic Materials,Metal Mining
BVS,Health Care,Medical/Dental Instruments
BW,Industrials,Building Products
BWA,Consumer Discretionary,Auto Parts:O.E.M.
BWAY,Health Care,Medical/Dental Instruments
BWB,Finance,Major Banks
BWBBP,Finance,Major Banks
BWFG,Finance,Major Banks
BWIN,Finance,Specialty Insurers
BWLP,Consumer Discretionary,Transportation Services
BWMN,Consumer Discretionary,Professional Services
BWMX,Consumer Discretionary,Catalog/Specialty Distribution
BWNB,Industrials,Building Products
BWSN,Industrials,Building Products
BWXT,Industrials,Industrial Machinery/Components
BX,Finance,Investment Managers
BXC,Consumer Discretionary,Wholesale Distributors
BXMT,Real Estate,Real Estate Investment Trusts
BXP,Real Estate,Real Estate Investment Trusts
BY,Finance,Major Banks
BYD,Consumer Discretionary,Hotels/Resorts
BYFC,Finance,Savings Institutions
BYND,Consumer Staples,Packaged Foods
BYRN,Miscellaneous,Industrial Machinery/Components
BYSI,Health Care,Biotechnology: Pharmaceutical Preparations
BZ,Technology,Computer Software: Programming Data Processing
BZAI,Finance,Blank Checks
BZAIW,Finance,Blank Checks
BZFD,Consumer Discretionary,Telecommunications Equipment
BZH,Consumer Discretionary,Homebuilding
BZUN,Consumer Discretionary,Catalog/Specialty Distribution
C,Finance,Major Banks
CAAP,Consumer Discretionary,Aerospace
CAAS,Consumer Discretionary,Auto Parts:O.E.M.
CABA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CABO,Telecommunications,Cable & Other Pay Television Services
CAC,Finance,Major Banks
CACC,Finance,Finance: Consumer Services
CACI,Technology,EDP Services
CADE,Finance,Major Banks
CADL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAE,Miscellaneous,Industrial Machinery/Components
CAG,Consumer Staples,Packaged Foods
CAH,Health Care,Other Pharmaceuticals
CAI,Health Care,Medical Specialities
CAKE,Consumer Discretionary,Restaurants
CAL,Consumer Discretionary,Shoe Manufacturing
CALM,Consumer Staples,Farming/Seeds/Milling
CALX,Consumer Discretionary,Telecommunications Equipment
CAMT,Technology,Electronic Components
CAN,Technology,Semiconductors
CANG,Technology,Computer Software: Prepackaged Software
CAPL,Energy,Oil Refining/Marketing
CAPR,Health Care,Biotechnology: Pharmaceutical Preparations
CAR,Consumer Discretionary,Rental/Leasing Companies
CARE,Finance,Major Banks
CARG,Technology,EDP Services
CARL,Health Care,Medical/Dental Instruments
CARR,Industrials,Industrial Machinery/Components
CARS,Technology,EDP Services
CART,Real Estate,Real Estate
CASH,Finance,Major Banks
CASS,Real Estate,Real Estate
CASY,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CAT,Industrials,Construction/Ag Equipment/Trucks
CATO,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CATX,Health Care,Medical/Dental Instruments
CATY,Finance,Major Banks
CAVA,Consumer Discretionary,Restaurants
CB,Finance,Property-Casualty Insurers
CBAN,Finance,Major Banks
CBAT,Miscellaneous,Industrial Machinery/Components
CBFV,Finance,Major Banks
CBIO,Health Care,Biotechnology: Pharmaceutical Preparations
CBK,Finance,Major Banks
CBL,Real Estate,Real Estate Investment Trusts
CBLL,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CBNA,Finance,Major Banks
CBNK,Finance,Major Banks
CBOE,Finance,Investment Bankers/Brokers/Service
CBRE,Finance,Real Estate
CBRL,Consumer Discretionary,Restaurants
CBSH,Finance,Major Banks
CBT,Industrials,Major Chemicals
CBU,Finance,Major Banks
CBUS,Industrials,Agricultural Chemicals
CBZ,Real Estate,Real Estate
CC,Industrials,Major Chemicals
CCAP,Finance,Finance: Consumer Services
CCB,Finance,Major Banks
CCBG,Finance,Major Banks
CCCC,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCCS,Technology,Computer Software: Prepackaged Software
CCEC,Consumer Discretionary,Marine Transportation
CCEP,Consumer Staples,Beverages (Production/Distribution)
CCG,Finance,Specialty Insurers
CCHH,Consumer Discretionary,Restaurants
CCI,Real Estate,Real Estate Investment Trusts
CCJ,Basic Materials,Other Metals and Minerals
CCK,Industrials,Containers/Packaging
CCL,Consumer Discretionary,Marine Transportation
CCLD,Technology,Computer Software: Prepackaged Software
CCLDO,Technology,Computer Software: Prepackaged Software
CCNE,Finance,Major Banks
CCNEP,Finance,Major Banks
CCO,Consumer Discretionary,Advertising
CCOI,Consumer Discretionary,Telecommunications Equipment
CCRD,Technology,Computer Software: Prepackaged Software
CCRN,Consumer Discretionary,Professional Services
CCS,Consumer Discretionary,Homebuilding
CCSI,Technology,Computer Software: Prepackaged Software
CCU,Consumer Staples,Beverages (Production/Distribution)
CCZ,Telecommunications,Cable & Other Pay Television Services
CDE,Basic Materials,Precious Metals
CDLR,Consumer Discretionary,Marine Transportation
CDLX,Technology,Computer Software: Programming Data Processing
CDNA,Health Care,Medical Specialities
CDNS,Technology,Computer Software: Prepackaged Software
CDP,Real Estate,Real Estate Investment Trusts
CDRE,Health Care,Industrial Specialties
CDRO,Consumer Discretionary,Services-Misc. Amusement & Recreation
CDTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CDW,Technology,Retail: Computer Software & Peripheral Equipment
CDXS,Industrials,Major Chemicals
CDZI,Utilities,Water Supply
CDZIP,Utilities,Water Supply
CE,Industrials,Major Chemicals
CECO,Industrials,Pollution Control Equipment
CEG,Utilities,Electric Utilities: Central
CELC,Health Care,Medical Specialities
CELH,Consumer Staples,Beverages (Production/Distribution)
CELU,Health Care,Biotechnology: Pharmaceutical Preparations
CENT,Consumer Discretionary,Consumer Specialties
CENTA,Consumer Discretionary,Consumer Specialties
CENX,Industrials,Aluminum
CEP,Finance,Investment Managers
CEPU,Utilities,Electric Utilities: Central
CERS,Technology,EDP Services
CERT,Technology,Computer Software: Prepackaged Software
CET,Finance,Finance/Investors Services
CEV,Finance,Finance/Investors Services
CEVA,Technology,Computer Software: Programming Data Processing
CF,Industrials,Agricultural Chemicals
CFBK,Finance,Major Banks
CFFI,Finance,Major Banks
CFFN,Finance,Savings Institutions
CFG,Finance,Major Banks
CFLT,Technology,Computer Software: Prepackaged Software
CFR,Finance,Major Banks
CFSB,Finance,Savings Institutions
CG,Finance,Investment Managers
CGABL,Finance,Investment Managers
CGAU,Basic Materials,Precious Metals
CGBD,Finance,Finance: Consumer Services
CGC,Health Care, Medicinal Chemicals and Botanical Products 
CGEM,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGNT,Technology,Computer Software: Prepackaged Software
CGNX,Industrials,Industrial Machinery/Components
CGON,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHA,Consumer Discretionary,Restaurants
CHAI,Telecommunications,Telecommunications Equipment
CHCI,Finance,Real Estate
CHCO,Finance,Major Banks
CHCT,Real Estate,Real Estate Investment Trusts
CHD,Consumer Discretionary,Package Goods/Cosmetics
CHDN,Consumer Discretionary,Services-Misc. Amusement & Recreation
CHE,Health Care,Medical/Nursing Services
CHEF,Consumer Discretionary,Food Distributors
CHGG,Real Estate,Other Consumer Services
CHH,Consumer Discretionary,Hotels/Resorts
CHKP,Technology,Computer Software: Prepackaged Software
CHMG,Finance,Major Banks
CHMI,Real Estate,Real Estate Investment Trusts
CHOW,Technology,Computer Software: Prepackaged Software
CHPT,Consumer Discretionary,Industrial Specialties
CHRD,Energy,Oil & Gas Production
CHRS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,Industrials,Integrated Freight & Logistics
CHSCL,Industrials,Farming/Seeds/Milling
CHSCM,Industrials,Farming/Seeds/Milling
CHSCN,Industrials,Farming/Seeds/Milling
CHSCO,Industrials,Farming/Seeds/Milling
CHSCP,Industrials,Farming/Seeds/Milling
CHT,Telecommunications,Telecommunications Equipment
CHTR,Telecommunications,Cable & Other Pay Television Services
CHWY,Consumer Discretionary,Catalog/Specialty Distribution
CHYM,Finance,Finance: Consumer Services
CI,Health Care,Medical Specialities
CIA,Finance,Life Insurance
CIB,Finance,Commercial Banks
CIEN,Utilities,Telecommunications Equipment
CIFR,Finance,Finance: Consumer Services
CIFRW,Finance,Finance: Consumer Services
CIG,Utilities,Electric Utilities: Central
CIGI,Finance,Real Estate
CIGL,Consumer Discretionary,Diversified Commercial Services
CII,Finance,Investment Bankers/Brokers/Service
CIM,Real Estate,Real Estate Investment Trusts
CIMN,Real Estate,Real Estate Investment Trusts
CINF,Finance,Property-Casualty Insurers
CINT,Technology,EDP Services
CIO,Real Estate,Real Estate Investment Trusts
CION,Finance,Finance/Investors Services
CIVB,Finance,Major Banks
CIVI,Energy,Oil & Gas Production
CIX,Consumer Discretionary,Industrial Machinery/Components
CL,Consumer Discretionary,Package Goods/Cosmetics
CLAR,Consumer Discretionary,Recreational Games/Products/Toys
CLB,Energy,Oilfield Services/Equipment
CLBK,Finance,Savings Institutions
CLBT,Technology,Computer Software: Prepackaged Software
CLCO,Consumer Discretionary,Marine Transportation
CLDT,Real Estate,Real Estate Investment Trusts
CLDX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLF,Basic Materials,Metal Mining
CLFD,Utilities,Telecommunications Equipment
CLH,Industrials,Environmental Services
CLIR,Industrials,Industrial Machinery/Components
CLLS,Health Care,Biotechnology: Pharmaceutical Preparations
CLMB,Technology,Retail: Computer Software & Peripheral Equipment
CLMT,Energy,Integrated oil Companies
CLNE,Utilities,Natural Gas Distribution
CLNN,Health Care,Biotechnology: Pharmaceutical Preparations
CLOV,Health Care,Medical Specialities
CLPR,Real Estate,Real Estate Investment Trusts
CLPT,Health Care,Medical/Dental Instruments
CLS,Technology,Electrical Products
CLSK,Finance,Finance: Consumer Services
CLSKW,Finance,Finance: Consumer Services
CLST,Finance,Savings Institutions
CLVT,Technology,EDP Services
CLW,Basic Materials,Paper
CLX,Consumer Discretionary,Specialty Chemicals
CLYM,Health Care,Biotechnology: Pharmaceutical Preparations
CM,Finance,Commercial Banks
CMA,Finance,Major Banks
CMBT,Consumer Discretionary,Marine Transportation
CMC,Industrials,Steel/Iron Ore
CMCL,Basic Materials,Precious Metals
CMCM,Technology,Computer Software: Prepackaged Software
CMCO,Industrials,Construction/Ag Equipment/Trucks
CMCSA,Telecommunications,Cable & Other Pay Television Services
CMDB,Consumer Discretionary,Marine Transportation
CME,Finance,Investment Bankers/Brokers/Service
CMG,Consumer Discretionary,Restaurants
CMI,Industrials,Industrial Machinery/Components
CMP,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMPO,Finance,Finance: Consumer Services
CMPOW,Finance,Finance: Consumer Services
CMPR,Consumer Discretionary,Publishing
CMPS,Health Care,Biotechnology: Pharmaceutical Preparations
CMPX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMRC,Technology,Computer Software: Prepackaged Software
CMRE,Consumer Discretionary,Marine Transportation
CMS,Utilities,Power Generation
CMSA,Utilities,Power Generation
CMSC,Utilities,Power Generation
CMSD,Utilities,Power Generation
CMT,Industrials,Plastic Products
CMTG,Finance,Real Estate
CMTL,Technology,Radio And Television Broadcasting And Communications Equipment
CMU,Finance,Investment Managers
CNA,Finance,Property-Casualty Insurers
CNC,Health Care,Medical Specialities
CNCK,Finance,Finance: Consumer Services
CNCKW,Finance,Finance: Consumer Services
CNDT,Real Estate,Real Estate
CNH,Industrials,Construction/Ag Equipment/Trucks
